,S. Agostin,S. Angelo,Angelo Rafael,S. Antonino,S. Aponal,S. Barnaba,S. Basilio,S. Basso,S. Biagio,S. Bartolomeo,S. Canziano,S. Croce,S. Eufemia,S. Felice,S. Fosca,S. Geremia,S. Giacomo dell'Orio,S. Giovanni di Rialto,S. Giovanni Crisostomo,S. Giovanni Battista in Bragora,S. Giovanni Novo,S. Lio,S. Luca,S. Leonardo,S. Marcilian,S. Marco,S. Marcuola,S. Margherita,S. Maria Formosa,S. Maria Maddalena,S. Maria Nova,S. Maria Zobenigo,S. Marina,S. Mattio,S. Maurizio,S. Moisé,S. Nicola,S. Pantalon,S. Paternian,S. Pietro di Castello,S. Polo,S. Samuele,S. Severo,S. Silvestro,S. Simon Grande,S. Sofia,S. Stae,S. Stin,S. Tomà,S. Trovaso,S. Vidal,S. Ziminian,S. Zulian,S. Apostoli
1629-09-26,0,0,3,0.0,0,0,1.0,0,0,0,1,0,1,0,0.0,0.0,1.0,0,0,0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,1,0,0,0,0.0,1.0,0,3,0.0,1,0.0,1.0,1,0,0.0,0,0.0,1,0,0,1,0
1629-09-27,0,0,0,0.0,1,0,0.0,0,0,1,1,0,1,0,2.0,0.0,1.0,0,1,0,0,0,0,0,0.0,0,3.0,1,1,0,0,0,0,0,0,0,0.0,2.0,0,0,0.0,0,0.0,0.0,0,3,0.0,0,0.0,2,0,0,1,0
1629-09-28,0,1,3,0.0,0,0,0.0,0,0,0,1,2,1,0,0.0,1.0,1.0,1,0,0,0,0,0,0,0.0,0,4.0,1,1,0,0,0,1,0,0,1,0.0,0.0,0,2,0.0,0,0.0,0.0,0,0,0.0,1,0.0,1,0,0,0,0
1629-09-29,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,2,1,0,0,0.0,0,0.0,1,2,1,0,0,0,0,0,0,1.0,0.0,0,2,0.0,1,0.0,0.0,0,0,0.0,0,0.0,0,1,0,2,2
1629-09-30,0,0,1,0.0,0,1,1.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,1,0,1,0,0,0,0.0,0,2.0,1,2,0,0,0,0,0,0,0,2.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-10-01,0,0,0,0.0,0,1,0.0,1,0,0,1,0,0,1,0.0,1.0,1.0,0,0,0,0,3,0,0,0.0,0,2.0,0,1,0,0,1,0,0,1,0,0.0,0.0,0,2,0.0,0,0.0,0.0,1,1,0.0,0,0.0,0,0,0,0,2
1629-10-02,0,2,1,0.0,0,1,1.0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,1,0,0,1,0,0.0,0,1.0,0,2,0,0,0,1,0,0,0,1.0,1.0,0,8,0.0,0,0.0,1.0,1,0,0.0,0,0.0,0,1,0,0,1
1629-10-03,1,1,2,0.0,0,1,0.0,0,0,1,0,1,0,0,0.0,1.0,0.0,1,1,1,1,0,1,0,0.0,0,5.0,0,3,0,1,0,1,0,0,2,0.0,0.0,0,1,0.0,0,0.0,1.0,1,0,0.0,0,0.0,0,0,0,1,3
1629-10-04,0,1,1,0.0,2,0,0.0,0,0,0,0,1,1,2,0.0,1.0,1.0,0,0,1,0,0,0,0,0.0,1,2.0,0,0,0,1,1,0,1,0,2,1.0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,0,0.0,0,1,1,0,0
1629-10-05,0,0,1,0.0,1,0,1.0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,1.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0.0,1.0,0,0,0.0,0,0.0,1,1,0,1,2
1629-10-06,0,0,0,0.0,2,0,0.0,0,0,0,3,0,2,1,0.0,1.0,0.0,0,0,0,0,1,0,0,0.0,0,0.0,0,2,0,1,0,0,0,0,0,2.0,1.0,0,2,0.0,0,0.0,0.0,0,1,0.0,0,0.0,1,1,0,0,1
1629-10-07,0,0,0,2.0,1,0,0.0,0,2,1,0,1,0,0,0.0,2.0,0.0,1,0,1,0,0,0,0,0.0,0,2.0,0,1,1,0,0,0,0,1,0,1.0,1.0,0,1,0.0,0,0.0,0.0,2,0,0.0,0,0.0,0,0,0,0,0
1629-10-08,0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,1.0,1,1,0,0,0,0,0,1,1,0.0,1.0,0,1,0.0,2,0.0,0.0,2,0,0.0,0,0.0,0,0,1,2,2
1629-10-09,0,1,0,0.0,0,1,0.0,0,1,0,0,2,1,0,1.0,2.0,0.0,0,1,0,0,0,0,1,0.0,0,2.0,1,1,0,0,0,1,0,0,1,1.0,0.0,0,3,0.0,0,0.0,0.0,2,0,0.0,0,0.0,2,0,0,0,0
1629-10-10,0,0,0,0.0,0,2,1.0,1,0,0,0,1,1,0,0.0,0.0,1.0,0,0,2,0,0,0,0,0.0,0,2.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,4,0.0,1,0.0,0.0,1,1,0.0,0,0.0,0,0,0,1,0
1629-10-11,0,0,2,0.0,0,0,0.0,0,0,0,0,1,2,1,0.0,2.0,2.0,0,0,1,1,0,0,0,0.0,0,3.0,1,1,0,0,0,0,0,1,2,0.0,0.0,0,3,0.0,0,0.0,0.0,0,2,0.0,0,0.0,1,0,0,0,1
1629-10-12,0,1,0,0.0,0,2,1.0,0,0,0,2,1,1,0,0.0,1.0,0.0,0,0,2,0,0,1,0,0.0,0,0.0,0,1,0,0,0,1,0,0,0,1.0,0.0,0,1,0.0,1,0.0,1.0,1,1,0.0,0,0.0,0,0,0,0,1
1629-10-13,0,1,0,1.0,0,0,0.0,0,0,0,0,0,1,0,0.0,3.0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,2.0,0,3,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2,1,1,0,0
1629-10-14,1,1,0,0.0,1,0,0.0,0,0,0,1,0,4,0,0.0,2.0,1.0,0,0,0,0,0,1,0,0.0,0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,2,0.0,1,0.0,0.0,0,2,0.0,0,0.0,0,0,0,1,0
1629-10-15,0,0,1,0.0,0,0,1.0,0,0,0,1,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0.0,1.0,1,1,0.0,0,0.0,3,0,0,1,1
1629-10-16,0,0,2,0.0,1,0,0.0,0,1,1,1,0,0,1,0.0,2.0,0.0,0,0,0,0,0,1,0,0.0,0,0.0,0,0,10,0,0,0,0,0,2,2.0,1.0,2,0,0.0,0,0.0,0.0,1,1,0.0,0,0.0,0,1,0,0,1
1629-10-17,0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,0,0.0,0,0.0,0,1,0,0,1,0,0,0,1,2.0,0.0,0,0,0.0,0,0.0,0.0,2,1,0.0,0,0.0,0,0,0,0,2
1629-10-18,0,0,0,0.0,1,0,0.0,0,1,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,1,0,0.0,0,1.0,2,3,0,0,0,0,0,1,0,1.0,0.0,0,2,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0,0,0,1,2
1629-10-19,1,0,3,1.0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0.0,0,1.0,0,0,0,0,1,0,0,0,1,3.0,1.0,1,0,0.0,1,0.0,2.0,0,0,0.0,0,0.0,1,0,1,1,0
1629-10-20,0,2,0,1.0,1,0,0.0,1,0,0,1,1,1,0,0.0,0.0,2.0,0,0,0,0,0,1,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0,2.0,0.0,0,4,0.0,0,0.0,1.0,0,0,0.0,0,0.0,0,0,0,0,1
1629-10-21,0,1,1,0.0,0,1,1.0,0,1,0,0,0,1,0,0.0,2.0,2.0,0,0,0,1,0,0,1,0.0,0,2.0,1,1,0,0,1,0,0,0,0,0.0,0.0,0,1,0.0,0,0.0,1.0,0,0,0.0,1,0.0,1,0,1,2,1
1629-10-22,0,0,0,0.0,3,0,0.0,1,0,0,0,0,0,1,0.0,1.0,0.0,0,1,0,0,0,0,0,0.0,0,1.0,1,0,0,1,2,1,0,1,3,1.0,1.0,0,6,0.0,0,0.0,1.0,1,2,0.0,0,0.0,0,0,1,0,0
1629-10-23,0,2,1,1.0,3,2,0.0,0,0,0,0,0,0,0,0.0,4.0,0.0,0,0,1,0,1,1,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,2,0.0,0,0.0,1.0,1,0,0.0,0,0.0,0,0,0,0,0
1629-10-24,0,0,0,0.0,1,0,1.0,0,0,1,2,2,1,0,0.0,1.0,1.0,0,0,0,0,1,0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,2,0.0,0,0.0,0.0,2,0,0.0,2,0.0,0,0,0,0,0
1629-10-25,0,1,1,0.0,0,0,2.0,0,0,1,1,2,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0,2.0,0,1,0,1,0,0,0,1,2,2.0,1.0,0,3,0.0,1,0.0,0.0,0,1,0.0,1,0.0,1,0,0,1,0
1629-10-26,0,2,0,0.0,1,0,2.0,0,0,1,0,1,1,1,0.0,1.0,1.0,0,0,0,2,1,2,0,0.0,0,3.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,1,0,0,4
1629-10-27,0,0,1,0.0,0,1,0.0,0,0,0,1,2,0,0,0.0,0.0,1.0,0,0,2,0,0,0,0,0.0,0,1.0,0,2,0,0,0,1,0,0,0,0.0,1.0,0,3,0.0,2,0.0,1.0,1,0,0.0,0,0.0,0,0,0,0,0
1629-10-28,1,1,1,0.0,0,0,0.0,0,0,0,0,2,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2,0,1,0,0
1629-10-29,0,0,3,0.0,0,0,1.0,0,0,2,0,0,1,1,0.0,1.0,2.0,0,0,0,0,0,0,0,0.0,0,1.0,0,1,0,0,0,0,0,0,0,2.0,1.0,0,0,0.0,0,0.0,0.0,2,0,0.0,0,0.0,0,0,0,0,0
1629-10-30,0,0,0,1.0,0,0,0.0,0,0,0,0,0,1,0,0.0,3.0,0.0,1,1,1,0,0,0,0,0.0,0,1.0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,3,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,1
1629-10-31,0,0,0,1.0,2,1,0.0,0,1,0,0,2,0,0,0.0,1.0,0.0,0,0,2,0,0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,0,3,1.0,0.0,0,1,0.0,1,0.0,1.0,1,1,0.0,0,0.0,0,0,1,0,0
1629-11-01,0,0,1,0.0,0,0,1.0,0,0,0,0,1,0,0,0.0,3.0,2.0,0,0,0,1,0,0,0,0.0,0,3.0,1,0,0,0,0,0,0,0,0,1.0,1.0,0,4,0.0,0,0.0,1.0,0,0,0.0,0,0.0,0,1,0,1,1
1629-11-02,2,1,0,0.0,2,0,1.0,0,0,0,0,0,1,1,1.0,3.0,1.0,1,0,0,0,0,0,1,0.0,0,1.0,0,4,0,2,0,0,1,0,4,2.0,1.0,0,0,0.0,0,0.0,2.0,0,0,0.0,1,0.0,2,0,0,0,1
1629-11-03,0,0,0,2.0,0,1,0.0,0,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,3.0,0,0,0,1,0,0,0,1,1,3.0,0.0,0,0,0.0,0,0.0,2.0,0,0,0.0,0,0.0,0,0,0,1,1
1629-11-04,1,0,0,0.0,0,0,0.0,0,1,1,0,1,1,0,0.0,1.0,0.0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1.0,0.0,0,2,0.0,0,0.0,0.0,1,1,0.0,0,0.0,0,1,0,0,4
1629-11-05,0,0,0,0.0,0,1,0.0,0,0,0,0,2,0,0,1.0,3.0,0.0,0,0,1,0,0,0,0,0.0,0,3.0,0,2,0,0,0,0,0,0,2,1.0,2.0,0,2,0.0,1,0.0,1.0,1,0,0.0,1,0.0,1,0,0,0,0
1629-11-06,0,2,1,0.0,1,0,1.0,0,0,1,0,1,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,1,0,2,0,2,1.0,0.0,0,3,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,1,0,0
1629-11-07,0,1,3,1.0,2,0,0.0,0,0,0,1,0,2,0,0.0,0.0,0.0,0,0,1,2,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1.0,2.0,0,2,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0,0,0,1,0
1629-11-08,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,3.0,2,0,0,0,0,1,0,0,2,1.0,0.0,0,2,0.0,1,0.0,0.0,0,0,0.0,0,0.0,0,0,1,0,1
1629-11-09,0,1,2,0.0,1,0,0.0,0,0,1,0,2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,0,1,1.0,2.0,0,6,0.0,0,0.0,2.0,1,0,0.0,0,0.0,0,0,0,0,0
1629-11-10,0,1,1,0.0,0,0,1.0,0,0,0,1,1,4,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,1,2.0,0,2,0,0,0,1,0,0,0,0.0,0.0,0,3,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,1,0,3,0
1629-11-11,0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0.0,2.0,0.0,2,1,1,0,0,0,2,0.0,1,1.0,1,0,1,1,0,0,0,0,1,0.0,0.0,0,1,0.0,0,0.0,1.0,0,3,0.0,0,0.0,0,0,0,0,0
1629-11-12,1,2,2,1.0,0,2,0.0,0,0,0,1,0,2,0,0.0,1.0,1.0,2,0,0,0,0,0,0,0.0,0,1.0,1,1,0,0,0,1,0,1,0,2.0,0.0,0,9,0.0,0,0.0,0.0,1,1,0.0,0,0.0,1,0,0,1,1
1629-11-13,1,0,0,1.0,0,1,1.0,0,0,0,0,0,0,0,0.0,2.0,0.0,1,0,0,1,0,0,0,0.0,0,1.0,1,1,0,1,0,0,0,0,4,1.0,2.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,1,0,1,0
1629-11-14,0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0.0,2.0,0.0,1,1,0,0,0,0,0,0.0,0,0.0,0,3,0,0,1,0,0,0,1,0.0,0.0,0,0,0.0,1,0.0,1.0,0,0,0.0,0,0.0,1,0,0,0,0
1629-11-15,1,0,0,1.0,0,0,0.0,0,0,0,2,0,2,4,0.0,4.0,1.0,0,0,0,0,0,0,0,0.0,0,1.0,1,0,0,0,1,0,0,0,0,1.0,0.0,0,0,0.0,1,0.0,2.0,2,0,0.0,1,0.0,0,1,0,0,0
1629-11-16,0,0,1,0.0,0,1,0.0,0,0,0,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,0,0.0,0,3.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,2,0.0,0.0,1,0,0.0,1,0.0,0,0,0,0,2
1629-11-17,0,1,2,0.0,0,1,1.0,0,0,0,0,0,1,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,6.0,1,2,0,0,0,1,0,0,1,2.0,1.0,0,0,0.0,0,0.0,3.0,0,3,0.0,0,0.0,1,0,1,0,0
1629-11-18,0,0,1,0.0,1,0,0.0,0,0,1,0,1,2,0,0.0,1.0,1.0,0,0,2,0,0,0,0,0.0,1,0.0,1,0,0,0,1,0,0,0,2,1.0,1.0,0,3,0.0,1,0.0,0.0,0,0,0.0,0,0.0,1,0,0,0,1
1629-11-19,0,0,0,0.0,4,1,0.0,0,0,0,0,0,1,0,1.0,1.0,0.0,0,1,0,0,1,0,0,0.0,0,1.0,1,1,0,1,0,0,0,0,1,1.0,2.0,0,1,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,2,0,3
1629-11-20,0,0,1,0.0,0,1,0.0,0,0,0,0,1,1,0,0.0,0.0,1.0,0,0,0,2,0,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,2,3.0,0.0,0,1,0.0,0,0.0,3.0,2,0,0.0,1,0.0,0,0,0,0,1
1629-11-21,0,0,1,0.0,1,0,0.0,1,0,1,1,3,0,0,0.0,1.0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,1,0,0,1,0,0,4,0.0,0.0,0,1,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,0,0,1,1
1629-11-22,0,0,0,0.0,0,1,0.0,0,0,0,0,1,3,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,1.0,0,2,0.0,0,0.0,1.0,0,0,0.0,0,0.0,1,0,0,1,0
1629-11-23,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,1,0,0,0.0,0,5.0,1,2,0,0,0,1,0,0,3,2.0,0.0,0,0,0.0,2,0.0,1.0,0,0,0.0,0,0.0,1,0,0,1,0
1629-11-24,2,1,2,1.0,2,0,0.0,1,0,1,1,0,1,0,1.0,1.0,0.0,0,0,1,1,0,0,0,0.0,0,0.0,1,2,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,1,0.0,0.0,1,0,0.0,0,0.0,1,0,0,0,0
1629-11-25,0,0,1,1.0,2,0,0.0,0,0,0,1,1,1,0,0.0,1.0,0.0,1,0,0,2,0,0,0,0.0,0,0.0,1,1,0,0,0,1,0,0,1,1.0,0.0,0,2,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0,0,0,0,0
1629-11-26,0,0,1,0.0,1,1,0.0,0,0,0,0,1,1,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1.0,2.0,0,3,0.0,1,0.0,2.0,1,1,0.0,0,0.0,1,0,0,0,1
1629-11-27,0,1,2,0.0,0,0,0.0,0,0,2,0,1,3,0,0.0,0.0,1.0,1,1,1,0,0,2,0,0.0,1,1.0,0,0,0,0,0,1,0,0,0,4.0,2.0,0,0,0.0,0,0.0,1.0,1,0,0.0,0,0.0,1,0,0,0,0
1629-11-28,0,0,1,1.0,0,0,0.0,0,0,0,0,1,1,0,0.0,1.0,0.0,1,0,2,0,0,0,0,0.0,0,1.0,0,0,0,1,0,0,1,0,5,1.0,1.0,1,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2,0,0,0,0
1629-11-29,0,0,1,0.0,0,1,0.0,0,0,0,0,1,0,1,1.0,2.0,2.0,0,0,0,1,0,0,0,0.0,0,2.0,0,0,1,0,0,0,0,0,1,2.0,1.0,0,1,0.0,0,0.0,1.0,0,0,0.0,0,0.0,0,0,0,1,0
1629-11-30,0,0,0,0.0,0,0,1.0,0,0,0,2,1,2,0,2.0,1.0,1.0,0,0,2,0,1,0,0,0.0,0,0.0,0,2,1,0,0,0,0,0,2,6.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-12-01,0,1,0,0.0,0,0,1.0,0,0,1,0,0,0,0,1.0,1.0,1.0,0,0,1,0,0,2,0,0.0,0,1.0,0,2,0,0,0,0,0,0,0,2.0,0.0,0,5,0.0,0,0.0,1.0,0,1,0.0,0,0.0,1,0,0,0,1
1629-12-02,0,0,2,0.0,2,1,0.0,0,0,0,0,0,0,0,0.0,2.0,2.0,0,0,2,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,0,0.0,1,0.0,3.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-12-03,0,0,1,2.0,0,1,0.0,0,0,0,1,0,0,3,0.0,1.0,0.0,0,0,0,0,0,2,0,0.0,0,0.0,0,2,0,0,1,2,0,0,3,2.0,0.0,0,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,1,0,1
1629-12-04,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0,0,0,2,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,1.0,0.0,0,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0,0,0
1629-12-05,0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,1,0.0,1.0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0.0,1,1,0.0,0,0.0,1.0,1,0,0.0,0,0.0,0,0,0,0,1
1629-12-06,0,1,0,0.0,1,1,0.0,0,0,0,0,0,1,0,0.0,0.0,1.0,0,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,1,1,1,0,1,0.0,0.0,0,2,0.0,1,0.0,0.0,1,0,0.0,0,0.0,1,0,0,0,1
1629-12-07,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,1.0,0,1,0,0,0,0,0,0,0,0.0,1.0,0,3,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-12-08,0,0,0,0.0,0,1,1.0,0,0,0,1,0,0,0,0.0,0.0,2.0,0,0,0,0,0,0,0,0.0,1,1.0,1,1,0,0,0,1,1,0,0,0.0,0.0,1,0,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,1,0,0,0
1629-12-09,0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,1,0.0,0,0,0,0,0
1629-12-10,0,0,0,0.0,0,0,0.0,0,0,1,0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,1,2.0,0.0,0,2,0.0,1,0.0,0.0,0,0,0.0,0,0.0,1,1,0,1,0
1629-12-11,0,0,0,0.0,0,0,1.0,0,0,1,0,0,3,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,1,1,0,0,0,1.0,0.0,0,2,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,1,0,0,0
1629-12-12,1,0,0,0.0,0,0,0.0,0,0,1,0,1,1,0,1.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0,0.0,0,2,0,0,1,0,0,0,0,1.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,2,0
1629-12-13,0,0,1,1.0,1,0,0.0,0,0,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0.0,0.0,1,0,0.0,0,0.0,2,0,0,1,0
1629-12-14,0,0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,1,0,0.0,1,0.0,1,0,0,0,1,0,0,0,1,2.0,1.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0
1629-12-15,0,2,0,0.0,1,0,0.0,0,0,0,2,1,0,0,0.0,2.0,0.0,1,0,1,0,1,0,0,0.0,1,0.0,0,1,0,0,0,0,0,0,1,2.0,0.0,0,2,0.0,0,0.0,1.0,1,0,0.0,1,0.0,0,0,1,0,0
1629-12-16,0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,2,0.0,1.0,0.0,1,0,0,2,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,3.0,1.0,0,0,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0,1,0,0,0
1629-12-17,0,0,1,0.0,0,0,0.0,0,0,0,0,0,2,0,0.0,2.0,0.0,0,0,1,0,0,0,0,0.0,0,1.0,0,1,0,0,0,0,0,0,0,4.0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,0,0.0,1,0,0,0,0
1629-12-18,0,2,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0.0,2.0,0.0,0,0,1,0,0,1,0,0.0,0,1.0,2,1,0,0,0,1,0,0,0,1.0,1.0,0,1,0.0,0,0.0,0.0,2,0,0.0,0,0.0,0,0,0,0,0
1629-12-19,0,2,0,0.0,1,0,0.0,0,0,0,3,1,1,1,0.0,0.0,1.0,1,0,0,0,0,0,0,0.0,0,0.0,0,2,1,0,1,1,0,0,3,3.0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2,1,0,0,1
1629-12-20,0,0,0,1.0,0,0,1.0,0,0,1,0,0,1,0,0.0,1.0,0.0,0,0,2,2,0,1,0,0.0,0,1.0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,1,0.0,0,0,0,0,1
1629-12-21,0,0,1,0.0,1,1,0.0,0,0,1,0,0,1,0,0.0,0.0,1.0,0,0,0,0,1,1,0,0.0,0,0.0,0,0,0,1,0,0,0,0,1,2.0,0.0,1,0,0.0,0,0.0,0.0,1,0,0.0,0,0.0,1,0,0,1,1
1629-12-22,0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0.0,2.0,1.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,1,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,0,0,1,0
1629-12-23,0,0,1,1.0,0,1,0.0,0,0,0,0,0,4,0,0.0,1.0,0.0,1,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1.0,1.0,0,3,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,1,0,2
1629-12-24,0,1,0,0.0,0,1,0.0,0,0,1,2,0,0,0,0.0,2.0,0.0,0,0,0,0,1,0,0,0.0,0,0.0,1,0,0,1,0,1,0,0,0,2.0,0.0,0,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,2
1629-12-25,0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0.0,2.0,1.0,1,0,0,0,0,1,0,0.0,0,1.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0,2,0.0,0,0.0,0.0,0,2,0.0,0,0.0,0,0,0,0,0
1629-12-26,0,0,0,0.0,1,0,2.0,0,0,0,0,0,1,0,0.0,1.0,0.0,0,0,1,0,0,0,0,0.0,1,1.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,0,0,1,0
1629-12-27,0,1,0,2.0,0,1,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,1,2.0,1.0,0,0,0.0,0,0.0,0.0,1,0,0.0,1,0.0,0,1,0,0,2
1629-12-28,0,0,1,0.0,1,0,0.0,0,0,0,0,0,1,0,0.0,1.0,0.0,0,1,1,0,0,1,0,0.0,2,2.0,1,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,1
